"Date" "AAPL" "AXP" "BA" "CAT" "CSCO"
"2015-10-20" 108.413551 70.30748 132.866653 63.256084 26.013746
"2015-10-27" 113.96212 70.070557 134.406357 66.485039 25.852001
"2015-11-03" 113.388458 69.577774 132.214554 64.293915 25.321842
"2015-11-10" 107.838699 67.909874 131.610413 62.952396 24.072826
"2015-11-17" 111.210442 68.459541 135.182739 63.515823 24.647915
"2015-11-24" 111.729889 67.890907 132.549026 64.97361 24.486172
"2015-12-01" 111.710999 66.91481 135.282944 61.136894 24.701824
"2015-12-08" 106.233116 65.227982 130.31636 59.133587 23.803251
"2015-12-15" 101.369141 64.82048 128.402603 58.346569 23.93804
"2015-12-22" 100.887466 66.109306 131.719788 61.333652 24.540083
"2015-12-29" 99.499107 64.052849 128.038101 60.805996 23.731365
"2016-01-05" 93.057869 60.69812 118.660789 54.974922 22.883932
"2016-01-12" 91.735634 59.878704 114.487015 53.54398 21.389729
"2016-01-19" 93.917336 52.368881 113.010704 53.122742 20.98222
"2016-01-26" 91.074501 52.064301 110.778023 57.516766 21.262947
"2016-02-02" 89.73336 49.875134 108.873398 59.241348 20.764879
"2016-02-09" 89.251686 50.122597 98.994865 57.929565 22.73904
"2016-02-16" 91.995995 52.949493 107.967819 61.745667 24.115513
"2016-02-23" 91.815598 52.901901 108.694412 62.103424 23.708002
"2016-03-01" 96.734444 56.157104 113.035583 68.588959 24.577362
"2016-03-08" 97.351677 56.699646 116.199455 66.717621 25.08448
"2016-03-15" 100.570778 58.260628 124.955338 69.616394 25.528214
"2016-03-22" 99.887093 57.375435 120.752144 69.093506 25.265594
"2016-03-29" 105.518127 57.699047 116.199455 69.460434 25.482931
"2016-04-05" 103.523987 56.918564 117.643456 68.460533 25.240778
"2016-04-12" 102.061638 59.862549 121.377586 72.698624 25.761677
"2016-04-19" 99.782631 62.837025 120.255501 70.441978 25.798233
"2016-04-26" 88.919334 62.81789 123.253822 72.101418 25.012312
"2016-05-03" 88.11219 61.191975 121.497154 65.561897 24.226395
"2016-05-10" 89.690018 61.278057 123.373413 65.487801 24.646765
"2016-05-17" 92.126205 60.818974 118.297073 65.209915 25.533213
"2016-05-24" 95.871239 62.664864 119.817734 66.654907 26.428793
"2016-05-31" 94.228004 63.06657 122.302742 70.78611 26.59329
"2016-06-07" 92.995583 60.895485 120.466812 69.683838 26.35568
"2016-06-14" 90.85556 59.585186 123.090881 70.795372 26.31913
"2016-06-21" 87.932129 55.15694 113.772133 66.117668 24.957479
"2016-06-28" 91.610306 58.045341 120.253555 70.813889 26.31913
"2016-07-05" 92.651665 59.750553 122.432533 72.064377 26.894859
"2016-07-12" 95.374451 61.509624 123.721413 73.935448 27.58252
"2016-07-19" 92.995583 61.836445 123.267075 73.590935 28.394045
"2016-07-26" 101.316849 61.644192 123.517433 76.639671 28.338713
"2016-08-02" 103.533302 63.27829 122.571648 78.033119 28.596926
"2016-08-09" 105.160378 63.086044 124.861923 78.697113 28.762917
"2016-08-16" 104.228661 62.826523 126.20517 78.173401 28.246494
"2016-08-23" 102.605331 62.980309 124.251167 77.715157 29.122568
"2016-08-30" 103.479424 62.663101 122.62442 76.396523 29.353113
"2016-09-06" 101.27977 63.345596 121.652107 76.611618 28.993464
"2016-09-13" 109.098602 61.576908 119.183907 76.574211 28.606146
"2016-09-20" 108.426224 60.96172 122.07283 77.032471 28.652256
"2016-09-27" 108.080414 61.336601 123.765038 82.559494 29.048794
"2016-10-04" 111.471146 59.500641 126.999832 82.503395 29.260969
"2016-10-11" 112.911964 57.867908 125.279587 81.633652 28.098715
"2016-10-18" 113.008018 64.813988 128.505096 80.417885 28.321869
"2016-10-25" 109.060188 64.166718 133.160995 78.740807 28.526424
"2016-11-01" 106.053688 64.727043 133.721954 79.01442 28.768177
"2016-11-08" 102.060455 69.963165 140.229004 88.84523 29.167995
"2016-11-15" 107.87262 69.113014 139.577728 87.647049 27.940651
"2016-11-22" 107.71814 69.682999 142.188538 89.533951 27.819773
"2016-11-29" 105.343063 69.586388 144.45755 89.109383 27.457155
"2016-12-06" 109.388397 71.083809 149.204468 89.703773 28.052227
"2016-12-13" 112.613098 72.020905 148.274033 87.467781 28.591515
"2016-12-20" 112.497246 72.426651 149.821533 88.986732 28.386959
"2016-12-27" 111.821404 71.566856 147.799332 87.496078 28.098715
"2017-01-03" 114.88195 73.286469 150.305725 87.147011 28.061525
"2017-01-10" 114.930237 74.33638 150.789871 89.137695 28.199318
"2017-01-17" 115.934326 73.705742 149.849991 89.118813 28.386879
"2017-01-24" 117.430817 74.976707 157.188705 92.074768 28.912037
"2017-01-31" 125.79184 75.500603 155.679199 88.345749 29.352798
"2017-02-07" 128.688263 76.558128 159.5242 93.701462 29.981121
"2017-02-14" 131.602493 77.334282 165.377716 94.034431 31.641005
"2017-02-21" 132.775772 77.780556 171.812408 92.693108 32.128654
"2017-02-28" 135.112656 77.130539 173.248718 90.999825 32.063011
"2017-03-07" 134.976898 76.84919 171.448532 88.126938 31.978609
"2017-03-14" 137.168365 76.499916 171.774109 90.752487 32.147408
"2017-03-21" 136.605957 75.287163 168.62381 87.051987 31.87546
"2017-03-28" 139.340393 76.247665 169.150436 87.774963 31.490961
"2017-04-04" 138.826462 75.18045 170.02179 92.407707 30.956419
"2017-04-11" 137.52713 74.6903 171.419815 89.553871 30.84771
"2017-04-18" 139.282196 78.372681 174.330765 92.093796 31.481501
"2017-04-25" 142.132996 77.184189 174.646759 97.836937 32.134212
"2017-05-02" 148.36792 76.141823 178.12265 95.314278 32.43692
"2017-05-09" 150.976334 76.307434 174.646759 98.239799 32.380161
"2017-05-16" 149.93454 74.992287 177.218796 98.115097 29.882833
"2017-05-23" 149.564529 75.459885 180.036224 101.347557 29.797695
"2017-05-30" 149.876099 76.930901 182.313339 100.906326 30.043644
"2017-06-06" 141.59024 78.099915 183.326447 101.740829 29.561205
"2017-06-13" 142.486008 79.765762 192.08754 103.102859 30.261213
"2017-06-20" 141.979691 80.817879 192.955917 99.99511 30.497704
"2017-06-27" 139.720795 82.902611 191.614746 102.604095 29.636885
"2017-07-04" 141.2397 82.123276 196.796127 103.438591 29.305796
"2017-07-11" 145.62117 83.33287 201.659088 104.397774 30.076086
"2017-07-18" 148.084564 83.117744 204.727402 103.764702 30.419817
"2017-07-25" 144.813034 83.342659 233.943863 110.088158 30.028351
"2017-08-01" 154.627609 83.948921 231.792175 110.822411 30.400721
"2017-08-08" 155.640213 83.577347 228.820358 109.856285 30.400721
"2017-08-15" 153.670837 83.411102 228.758301 109.750015 29.293154
"2017-08-22" 157.834915 83.518669 230.214249 111.170197 30.114281
"2017-08-29" 160.356842 84.232498 233.271729 114.271408 30.839922
"2017-09-05" 157.864258 83.792465 233.524094 114.841423 30.734896
"2017-09-12" 155.097946 85.924194 245.647263 119.633316 31.04998
"2017-09-19" 147.160751 86.25666 246.850876 120.106705 32.195732
"2017-09-26" 150.347382 88.535065 248.471817 120.493156 32.22438
"2017-10-03" 152.331665 89.659599 250.801331 122.579941 32.233925
"2017-10-10" 156.280716 90.270782 252.121368 127.014397 32.300598
"2017-10-17" 152.654221 90.683067 254.615936 127.217262 33.080666
"2017-10-24" 162.966751 93.323647 251.636108 132.650803 32.782124
"2017-10-31" 170.327209 94.52124 256.314514 133.836472 33.138451
"2017-11-07" 170.053513 92.17514 254.712982 132.689651 32.695446
"2017-11-14" 166.750641 92.22422 258.238892 133.058975 35.151215
"2017-11-21" 170.782547 91.753044 259.165924 133.3311 35.507545
"2017-11-28" 166.574081 96.778984 271.256683 137.519867 36.326138
"2017-12-05" 169.389542 97.181465 276.32135 139.726028 36.557262
"2017-12-12" 173.068283 97.848969 288.987885 145.557251 37.058048
"2017-12-19" 171.685074 96.926239 287.972961 151.369049 37.125462
"2017-12-26" 166.014908 97.485764 287.787567 153.147568 36.884701
"2018-01-02" 171.037628 98.310333 302.659454 161.359879 38.4641
"2018-01-09" 173.725571 99.464981 328.090118 165.50975 39.653309
"2018-01-16" 173.637283 96.854469 329.836914 166.083176 40.419792
"2018-01-23" 164.769012 97.92823 332.588776 158.740311 41.574368
"2018-01-30" 153.516953 90.638535 320.937134 147.511917 37.625526
"2018-02-06" 159.618774 93.288437 335.496826 148.693314 39.39135
"2018-02-13" 169.843765 95.34729 348.175629 152.598846 43.010307
"2018-02-20" 176.285675 100.125 356.452484 159.824097 44.009644
"2018-02-27" 174.167923 95.219223 345.929871 147.550964 43.194653
"2018-03-06" 178.994415 96.214165 337.5354 150.85112 44.193989
"2018-03-13" 172.670731 93.426338 325.345764 148.556625 42.952099
"2018-03-20" 170.17868 91.239441 322.60965 145.66655 42.748348
"2018-03-27" 164.180008 89.643593 316.205902 140.491714 39.789143
"2018-04-03" 167.499466 90.766594 316.245178 139.700836 39.944378
"2018-04-10" 173.182922 92.550987 325.35553 148.546875 42.348694
"2018-04-17" 162.761597 99.48243 332.288818 150.35318 43.277821
"2018-04-24" 162.781296 97.643272 327.110901 141.660278 43.316944
"2018-05-01" 182.382813 97.475174 333.848114 147.018173 44.725307
"2018-05-08" 185.327988 100.1548 337.927673 152.376053 44.695969
"2018-05-15" 185.528442 100.896393 358.664246 155.947983 42.788811
"2018-05-22" 186.467804 99.966927 354.889557 152.935394 42.30957
"2018-05-29" 189.681396 98.335419 355.520325 149.648041 42.622543
"2018-06-05" 189.088135 100.065811 365.582825 153.376984 42.730125
"2018-06-12" 186.626022 97.366409 349.616791 145.89949 43.238701
"2018-06-19" 180.129608 97.435623 326.416809 134.025772 41.360886
"2018-06-26" 185.083466 97.890472 331.226288 133.741196 41.869465
"2018-07-03" 188.445404 98.790268 336.981964 138.333679 41.732536
"2018-07-10" 188.771713 99.918968 350.957184 135.497711 41.89024
"2018-07-17" 189.463867 100.444901 348.16803 133.731384 41.456554
"2018-07-24" 187.782913 100.077736 345.98999 137.977341 41.564972
"2018-07-31" 206.728317 100.147202 341.564819 137.710754 42.678761
"2018-08-07" 206.530548 101.03038 333.473358 133.307343 43.122307
"2018-08-14" 213.79393 103.03492 347.382629 136.911041 45.556873
"2018-08-21" 216.254745 106.230263 350.353912 140.238297 45.921558
"2018-08-28" 225.869812 105.168457 339.508728 137.08876 47.084633
"2018-09-04" 216.641724 106.468422 338.587616 140.248169 46.394672
"2018-09-11" 216.195206 108.363792 352.552673 144.36528 46.434101
"2018-09-18" 219.082687 109.00882 364.467499 152.046585 47.745014
"2018-09-25" 225.50267 107.073753 378.630646 150.348404 48.168846
"2018-10-02" 222.039658 106.170723 382.077332 151.404846 46.838219
"2018-10-09" 215.67923 102.201714 355.444733 140.001343 44.326782
"2018-10-16" 218.943771 104.084015 352.57251 127.077385 45.408409
"2018-10-23" 210.598831 100.777542 332.377655 113.251419 43.503162
"2018-10-30" 200.031158 104.781158 358.515045 125.601967 45.785492
"2018-11-06" 192.668533 106.055939 353.612396 124.200981 45.269485
"2018-11-13" 185.066284 107.808769 319.335724 125.174713 45.398487
"2018-11-20" 173.874283 109.232941 314.778595 124.002258 45.219872
"2018-11-27" 184.030731 111.902016 358.160675 138.061798 48.365517
"2018-12-04" 168.875732 105.358795 324.718689 122.601265 46.499958
"2018-12-11" 163.239899 100.767586 314.549774 123.67437 43.860397
"2018-12-18" 146.202972 89.135193 292.689606 116.202431 39.970512
"2018-12-25" 155.56282 94.035133 314.798523 124.807076 42.441383
