"Date" "S&P 500" "FTSE 100" "CAC 40" "DAX 30"
1996-05-28 880.46 1530.37 2740.69 2542.24
1996-05-29 872.32 1534.67 2760.42 2558.3
1996-05-30 866.96 1541.01 2739.97 2551.45
1996-05-31 872 1529.16 2728.77 2527.31
1996-06-01 868.69 1529.61 2730.87 2542.8
1996-06-04 866.83 1528.31 2752.22 2532.83
1996-06-05 873.21 1534.84 2739.11 2546.25
1996-06-06 881.09 1534.14 2744.75 2552.53
1996-06-07 874.22 1536.93 2767.93 2552.53
1996-06-08 874.6 1515.07 2727.94 2557.43
1996-06-11 873.14 1525.18 2757.55 2558.81
1996-06-12 871.6 1536.17 2779.21 2546.35
1996-06-13 869.48 1541.7 2780.69 2568.88
1996-06-14 868.08 1538.62 2766.26 2567.47
1996-06-15 865.4 1535.31 2752.21 2548.83
1996-06-18 864.53 1539.42 2757.25 2546.12
1996-06-19 860.52 1537.33 2761.11 2549.29
1996-06-20 860.4 1536.02 2752.4 2554.29
1996-06-21 860.61 1525.52 2721.45 2539.67
1996-06-22 866.79 1523.39 2730.75 2540.11
1996-06-25 869.41 1519.34 2748.37 2566.43
1996-06-26 868.93 1506.51 2780.81 2572.96
1996-06-27 863.88 1513.07 2777.36 2573.69
1996-06-28 869.3 1506.21 2776.79 2551.62
1996-06-29 872.01 1519.4 2797.3 2561.39
1996-07-02 878.97 1525.56 2795.32 2564
1996-07-03 876.19 1525.61 2786.16 2572.25
1996-07-04 874.63 1520.85 2792.42 2568.95
1996-07-05 874.63 1539.88 2811.37 2577.39
1996-07-06 855.19 1532.78 2774.97 2583.49
1996-07-09 849.07 1532.3 2749.88 2551.04
1996-07-10 852.03 1536.7 2746.58 2562.18
1996-07-11 853.77 1542.24 2754.33 2567.43
1996-07-12 840.34 1535.35 2743.5 2575.54
1996-07-13 841.01 1526.89 2715.09 2544.26
1996-07-16 819.68 1519.55 2687.24 2550.53
1996-07-17 817.82 1492.43 2635.66 2469.79
1996-07-18 825.32 1503.05 2643.08 2497.19
1996-07-19 837.74 1517.52 2659.17 2506.22
1996-07-20 831.46 1524.57 2640.06 2520.19
1996-07-23 825 1513.01 2597 2482.4
1996-07-24 816.03 1524.15 2626.01 2475.07
1996-07-25 815.77 1507.87 2588.75 2447.8
1996-07-26 821.65 1514.39 2616 2465
1996-07-27 827.81 1509.7 2600.35 2470.34
1996-07-30 821.43 1512.2 2598.02 2477.81
1996-07-31 827.13 1507.98 2607.81 2457.48
1996-08-01 833.48 1522.24 2644.11 2473.35
1996-08-02 846.77 1535.07 2662.67 2494.46
1996-08-03 863.06 1549.95 2680.56 2508.65
1996-08-06 860.19 1560.91 2667.01 2520.93
1996-08-07 863.02 1560.96 2648.66 2522.47
1996-08-08 865.46 1570.31 2645.22 2531.89
1996-08-09 863.44 1570.41 2646.12 2538.15
1996-08-10 863.01 1570.15 2635.67 2525.64
1996-08-13 867.84 1571.61 2620.61 2528.18
1996-08-14 860.81 1579.91 2623.78 2539.41
1996-08-15 863.36 1582.74 2622.39 2538.68
1996-08-16 863.71 1585.69 2622.39 2546.33
1996-08-17 867.63 1600.35 2622.39 2548.36
1996-08-20 869.45 1599.63 2631.26 2562.76
1996-08-21 868.37 1607.68 2675.04 2560.26
1996-08-22 867.67 1603.08 2650.38 2543.74
1996-08-23 875.01 1610.96 2673.06 2557.26
1996-08-24 870.28 1617.77 2677.12 2555.16
1996-08-27 866.17 1617.77 2676.59 2552.36
1996-08-28 869.47 1617.66 2673.37 2558.84
1996-08-29 867.62 1623.05 2653.38 2563.16
1996-08-30 858.1 1609.09 2619.81 2560.06
1996-08-31 851.06 1601.89 2610.6 2543.83
1996-09-03 851.06 1608.99 2619.04 2532.88
1996-09-04 854.63 1597.18 2611.69 2510.77
1996-09-05 856.14 1604.11 2629.37 2532.39
1996-09-06 848.15 1610.14 2644.56 2529.54
1996-09-07 856.37 1612.54 2655.84 2517
1996-09-10 866.94 1620.49 2676.45 2548.73
1996-09-11 867.11 1622.68 2705.35 2570.95
1996-09-12 871.81 1618.31 2699.97 2566.8
1996-09-13 877.15 1629.53 2736.15 2570.32
1996-09-14 889.42 1644.15 2756.02 2595.96
1996-09-17 894.16 1648.67 2763.73 2629.87
1996-09-18 892.8 1646.63 2756.66 2628.08
1996-09-19 890.92 1639.76 2745.9 2625.7
1996-09-20 892.97 1647.46 2758.62 2624.44
1996-09-21 898.24 1643.26 2754.82 2646.1
1996-09-24 897.55 1628.18 2738.43 2627.04
1996-09-25 896.41 1624.37 2757.52 2638.45
1996-09-26 896.73 1634.84 2786.54 2658.97
1996-09-27 897.05 1633.79 2787.51 2666.55
1996-09-28 897.5 1639.29 2791.36 2659.04
1996-10-01 898.97 1642.57 2825.48 2651.85
1996-10-02 901.29 1658.58 2812.76 2655.73
1996-10-03 907.88 1668.1 2837.44 2676.5
1996-10-04 906.28 1661.81 2829.83 2676.5
1996-10-05 917.66 1672.12 2851.83 2683.28
1996-10-08 920.16 1675.72 2850.31 2702.64
1996-10-09 916.84 1677.44 2863.54 2691.17
1996-10-10 911.87 1666.49 2843.89 2702.99
1996-10-11 909.16 1660.43 2829.21 2680.75
1996-10-12 917.08 1674.3 2844.44 2686.03
1996-10-15 920.85 1680.11 2839.81 2693.88
1996-10-16 919.59 1685.13 2872.48 2728.45
1996-10-17 922.07 1674.18 2859.55 2714.9
1996-10-18 925.52 1681.54 2868.58 2716.26
1996-10-19 930.54 1686.09 2894.95 2734.82
1996-10-22 929.28 1694.88 2888.32 2729.03
1996-10-23 924.98 1688.27 2882.22 2718.98
1996-10-24 925.93 1676.28 2846.78 2699.53
1996-10-25 919.42 1664.2 2850.44 2678.43
1996-10-26 917.62 1673.79 2864.76 2674.22
1996-10-29 912.83 1675.36 2848.81 2703.83
1996-10-30 918.49 1662.12 2816.16 2673.62
1996-10-31 917.95 1649.81 2814.86 2678.73
1996-11-01 923.76 1656.13 2835.73 2659.25
1996-11-02 921.91 1643.41 2835.73 2683.25
1996-11-05 925.88 1635.04 2837.9 2671.86
1996-11-06 935.59 1632.13 2897.73 2691.29
1996-11-07 949.47 1638.19 2932.25 2729.19
1996-11-08 953.67 1623.51 2930.19 2713.22
1996-11-09 957.91 1627.82 2921.43 2739.83
1996-11-12 959.29 1631.01 2921.43 2728.32
1996-11-13 956.37 1639.32 2953.13 2734.3
1996-11-14 958.68 1636.25 2937.31 2773.43
1996-11-15 964.99 1635.89 2938.62 2777.01
1996-11-16 967.34 1649.26 2967.97 2795.8
1996-11-19 966.63 1651.87 2952.71 2763.84
1996-11-20 973.39 1658.92 2967.61 2764.09
1996-11-21 975.91 1652.54 2958.79 2774.5
1996-11-22 974.36 1648.78 2959.03 2772.34
1996-11-23 982.22 1675.85 2988.04 2763.69
1996-11-26 993.16 1691.6 3016.75 2799.19
1996-11-27 991.98 1697.35 3014.03 2810.64
1996-11-28 990.89 1689.33 3008.32 2797.03
1996-11-29 990.89 1689.76 3034.21 2817.49
1996-11-30 993.58 1693.03 3069.07 2845.52
1996-12-03 993 1686.22 3073.01 2858.6
1996-12-04 982.15 1695.79 3113.41 2886.98
1996-12-05 978.24 1689 3059.78 2866.07
1996-12-06 977.41 1691.5 3038.38 2909.91
1996-12-07 971.21 1654.69 2969.75 2791.96
1996-12-10 984.63 1675.74 2989.78 2857.24
1996-12-11 981.65 1685.81 2983.89 2891
1996-12-12 972.85 1663.56 2933.36 2841.05
1996-12-13 958.15 1666.98 2931.81 2847.08
1996-12-14 957.26 1659.34 2920.29 2799.71
1996-12-17 947.23 1669.21 2947.29 2855.79
1996-12-18 953.88 1663.25 2909.01 2815.13
1996-12-19 961.16 1679.41 2942.42 2820.75
1996-12-20 979.88 1693.23 2981.95 2807.75
1996-12-21 983.99 1704.22 3021.51 2854.45
1996-12-24 981.42 1708.22 3033.32 2845.57
1996-12-25 986.86 1710.43 3036.11 2845.57
1996-12-26 986.86 1710.43 3036.11 2845.57
1996-12-27 993.16 1710.43 3054.95 2845.57
1996-12-28 994.85 1709.83 3059.19 2852.88
1996-12-31 991 1721.79 3074.68 2888.69
1997-01-01 973.9 1722.97 3070.84 2888.69
1997-01-02 973.9 1722.97 3070.84 2888.69
1997-01-03 969.05 1697.41 2992.92 2848.77
1997-01-04 983.56 1710.82 3027.12 2859.28
1997-01-07 983.08 1719.18 3058.82 2881.32
1997-01-08 990.47 1707.56 3052.21 2886.13
1997-01-09 984.4 1711.24 3091.9 2906.34
1997-01-10 992.89 1710.99 3115.05 2892.63
1997-01-11 999.01 1698.29 3086.44 2933.39
1997-01-14 999.08 1719.5 3131.23 2954.95
1997-01-15 1011.39 1745 3186.01 2948.88
1997-01-16 1009.22 1741.09 3167.23 2988.45
1997-01-17 1012.6 1757.28 3193.48 2993.31
1997-01-18 1021.09 1761.56 3216.47 3001.37
1997-01-21 1021.79 1755.85 3191.27 3030.68
1997-01-22 1029.71 1756.47 3196.29 2976.71
1997-01-23 1034.41 1766.36 3239.5 3028.67
1997-01-24 1023.02 1788.29 3264.42 3033.46
1997-01-25 1013.75 1766.23 3223.43 2998.24
1997-01-28 1006.52 1763.91 3229.83 2994.53
1997-01-29 1006.6 1774.55 3292.95 2989.33
1997-01-30 1016.63 1762.04 3269.4 2999.2
1997-01-31 1032.12 1770.77 3319.86 3017.32
1997-02-01 1034.74 1790.63 3337.76 3035.15
1997-02-04 1035.59 1783.24 3327.34 3062.29
1997-02-05 1039 1784.55 3320.07 3067.06
1997-02-06 1024.72 1793.18 3370.71 3098
1997-02-07 1027.5 1786.62 3393.5 3104.14
1997-02-08 1039.91 1804.17 3445.35 3138.01
1997-02-11 1034.51 1804.31 3442.5 3184.36
1997-02-12 1039.99 1802.89 3424.89 3187.58
1997-02-13 1057.64 1802.9 3447.75 3216.14
1997-02-14 1069.68 1812.42 3486.32 3229.48
1997-02-15 1065.31 1818.25 3485 3248.18
1997-02-18 1065.31 1817.99 3494.37 3232.57
1997-02-19 1075.82 1815.67 3471.87 3276.16
1997-02-20 1070.92 1826.17 3441.68 3233.75
1997-02-21 1058.2 1825.63 3415.79 3196.03
1997-02-22 1056.86 1817.56 3399.34 3184.09
1997-02-25 1068.09 1818.15 3405.99 3184.21
1997-02-26 1070.5 1823.86 3458.87 3233.21
1997-02-27 1062.22 1817.37 3451.51 3237.87
1997-02-28 1048.43 1821.54 3487.63 3276.72
1997-03-01 1042.85 1808.58 3458.65 3259.64
1997-03-04 1048.78 1809.53 3448.98 3263.86
1997-03-05 1043.19 1830.76 3517.19 3320.66
1997-03-06 1058.09 1831.81 3536.42 3364.99
1997-03-07 1053.7 1848.24 3579.83 3417.6
1997-03-08 1062.16 1857.07 3592.24 3376.2
1997-03-11 1073.64 1865.86 3593.48 3436.07
1997-03-12 1070.61 1868.77 3562.89 3460.59
1997-03-13 1061.51 1859.58 3503.94 3415.4
1997-03-14 1042.32 1849.14 3491.21 3349.81
1997-03-15 1047.09 1860.33 3509.14 3359.29
1997-03-18 1050.49 1848.15 3433.22 3350.99
1997-03-19 1042.52 1841.19 3414.07 3291.19
1997-03-20 1037.4 1830.78 3444.34 3315.93
1997-03-21 1033.33 1799.5 3387.25 3264.67
1997-03-22 1035.26 1798.09 3431.57 3298.24
1997-03-25 1044.25 1782.95 3421.15 3321.84
1997-03-26 1041.94 1806.63 3480.79 3349.14
1997-03-27 1044.08 1819.63 3513.25 3418.12
1997-03-28 1022.14 1824.46 3523.8 3429.05
1997-03-29 1022.14 1824.46 3523.8 3429.05
1997-04-01 1000 1824.46 3523.8 3429.05
1997-04-02 1003.33 1798.26 3425.19 3295.93
1997-04-03 990.93 1793.39 3356.82 3301.91
1997-04-04 991.21 1784.08 3335.91 3215.24
1997-04-05 1001.25 1793.39 3340.49 3244.93
1997-04-08 1006.85 1809.31 3412.58 3312.88
1997-04-09 1012.41 1808.28 3421.46 3329.76
1997-04-10 1005.18 1818.06 3472.61 3359.46
1997-04-11 1002.21 1826.89 3459.9 3351.49
1997-04-12 974.94 1808.89 3415.58 3340.05
1997-04-15 982.98 1803.76 3404.39 3279.9
1997-04-16 997.5 1818.66 3476.69 3327.68
1997-04-17 1009.21 1821.99 3477.14 3353.45
1997-04-18 1006.93 1823.78 3469.46 3383.25
1997-04-19 1012.97 1828.72 3379.75 3344.39
1997-04-22 1005.08 1837.12 3346.73 3347.58
1997-04-23 1023.9 1844.54 3336.12 3340.33
1997-04-24 1022.67 1862.17 3361.29 3395.95
1997-04-25 1019.43 1862.53 3369.5 3397.36
1997-04-26 1011.75 1854.56 3364.76 3374.1
1997-04-29 1021.92 1863.88 3385.76 3363.06
1997-04-30 1049.85 1882.35 3455.61 3383.19
1997-05-01 1059.7 1883.53 3504.2 3438.07
1997-05-02 1056.13 1887.37 3504.2 3438.07
1997-05-03 1075.23 1891.88 3525.25 3460.37
1997-05-06 1098.14 1891.88 3552.46 3528.78
1997-05-07 1094.95 1920.36 3524.67 3568.28
1997-05-08 1079.05 1928.1 3513.21 3551.98
1997-05-09 1085.21 1946.31 3513.21 3551.98
1997-05-10 1091.49 1967.81 3500.72 3562.41
1997-05-13 1108.58 1985.5 3579.38 3575.37
1997-05-14 1102.78 1994.61 3614.59 3595.15
1997-05-15 1106.79 1992.85 3694.14 3573.69
1997-05-16 1114.86 1990.45 3695.97 3562.11
1997-05-17 1099 1995.84 3706.98 3604.55
1997-05-20 1103.68 1976.63 3706.98 3604.55
1997-05-21 1114.88 1960.61 3670.75 3543.43
1997-05-22 1111.94 1975.28 3717.78 3596.09
1997-05-23 1107.08 1979.46 3658.14 3579.42
1997-05-24 1122.16 1983.71 3686.49 3602.19
1997-05-27 1122.16 1983.71 3542.17 3657.86
1997-05-28 1125.72 1993.99 3576.32 3674.36
1997-05-29 1122.6 1992.23 3446.67 3636.42
1997-05-30 1118.62 1990.03 3443.09 3636.42
1997-05-31 1124.22 1968.28 3449.37 3547.84
1997-06-03 1121.69 1945.71 3475.39 3605.62
1997-06-04 1120.54 1943.56 3515.22 3625.74
1997-06-05 1113.69 1943.29 3529.79 3661.84
1997-06-06 1118.23 1951.69 3606.61 3673.03
1997-06-07 1137.62 1981.01 3644.67 3695.29
1997-06-10 1144.15 2000.05 3601.02 3667.43
1997-06-11 1147.3 2022.63 3571.5 3665.01
1997-06-12 1153.21 2016.29 3617.16 3677.43
1997-06-13 1171.91 2030.19 3703.13 3707.99
1997-06-14 1184.9 2041.19 3772.84 3744.44
1997-06-17 1185.78 2025.99 3756.81 3765.11
1997-06-18 1186.47 1999.14 3712.11 3741.48
1997-06-19 1179.41 1988.38 3708.59 3730.27
1997-06-20 1191.29 1986.99 3692.35 3749.27
1997-06-21 1192.24 1961.46 3715.81 3788.27
1997-06-24 1165.62 1954.24 3722.69 3754.72
1997-06-25 1189.13 1962.99 3753.09 3755.82
1997-06-26 1179.42 1981.66 3865.94 3798.51
1997-06-27 1172.63 1989.3 3912.92 3805.29
1997-06-28 1177.45 1981.79 3917.04 3795.41
1997-07-01 1174.59 1966.67 3872.62 3785.77
1997-07-02 1182.57 2019.48 3997.5 3819.85
1997-07-03 1199.98 2029.36 3952.23 3854.76
1997-07-04 1217.11 2063.65 3989.62 3887.39
1997-07-05 1217.11 2055.56 3988.12 3942.53
1997-07-08 1210.86 2052.86 4007.05 3972.84
1997-07-09 1219.82 2030.56 3982.78 4006.4
1997-07-10 1204.99 2032.22 4011.4 4055.86
1997-07-11 1213.32 2034.53 3983.04 3992.38
1997-07-12 1217.34 2048.07 4002.16 4040.97
1997-07-15 1219.6 2073.7 4002.16 4124.19
1997-07-16 1229.4 2091.57 4014.56 4121.13
1997-07-17 1243.86 2119.29 4065.32 4201.24
1997-07-18 1237.28 2112.78 4026.65 4227.31
1997-07-19 1215.63 2082.13 3915.18 4196.53
1997-07-22 1212.5 2052.06 3911.69 4108.4
1997-07-23 1240.44 2069.58 3975.67 4230.42
1997-07-24 1243.9 2081.44 4087.82 4406.09
1997-07-25 1248.87 2076.48 4047 4335.74
1997-07-26 1246.87 2071.64 4118.33 4317.64
1997-07-29 1243.76 2076.65 4113.24 4371.16
1997-07-30 1251.66 2082.66 4115.18 4381.69
1997-07-31 1265.21 2104.3 4177.34 4421.72
1997-08-01 1268.05 2095.83 4186.01 4438.93
1997-08-02 1258.59 2092.34 4150.31 4408.79
1997-08-05 1262.81 2091.25 4072.69 4296.94
1997-08-06 1265.58 2118.98 4061.39 4302.68
1997-08-07 1276.25 2146.99 4133.51 4335.39
1997-08-08 1264.2 2172.85 4159.71 4414.35
1997-08-09 1240.74 2149.17 4077.95 4354.15
1997-08-12 1245.67 2156.04 4060.48 4333.13
1997-08-13 1231.82 2174.83 4081.08 4363.09
1997-08-14 1226.1 2143.9 3979.64 4278.48
1997-08-15 1229.8 2138.64 3976.64 4231.43
1997-08-16 1197.99 2084.86 3976.64 4152.86
1997-08-19 1213.68 2074.87 3906.26 4078.6
1997-08-20 1231.68 2108.83 3996.12 4169.62
1997-08-21 1249.61 2127.79 4054.79 4223.43
1997-08-22 1230.61 2136.22 4024.79 4253.67
1997-08-23 1228.63 2103.2 3952.66 4086.01
1997-08-26 1224.12 2103.2 3944.95 4071.79
1997-08-27 1214.64 2097.15 3905.07 3959.33
1997-08-28 1215.72 2106 3908.39 3995.66
1997-08-29 1202.56 2079.62 3849.47 3973.65
1997-08-30 1197.01 2067.63 3770.64 3906.03
1997-09-02 1197.01 2090.36 3818.75 3989.96
1997-09-03 1234.44 2125.56 3975.69 4047.37
1997-09-04 1235.14 2136.15 3971.29 4103.65
1997-09-05 1239.17 2142.36 3983.63 4071.68
1997-09-06 1236.82 2143.6 3980.25 4100.67
1997-09-09 1239.75 2139.81 4002.55 4068.01
1997-09-10 1242.98 2124.93 3973.74 4094.39
1997-09-11 1223.6 2105.49 3912.29 4050.14
1997-09-12 1215.41 2083.85 3870.14 3972.55
1997-09-13 1230.52 2081.01 3857.17 3854.81
1997-09-16 1225.26 2105.17 3945.03 3820.13
1997-09-17 1259.72 2136.74 4002.1 3898.95
1997-09-18 1256.29 2152.48 4006.79 4010.48
1997-09-19 1262.06 2166.68 4053.57 4000.48
1997-09-20 1266.37 2157.06 4051.95 4032.97
1997-09-23 1272.95 2181.3 4106.76 4088.92
1997-09-24 1268.29 2160.62 4079.24 4098.2
1997-09-25 1258.4 2181.94 4115.36 4102.39
1997-09-26 1249.65 2176.92 4090.33 4148.58
1997-09-27 1259.79 2246.03 4063.46 4080.78
1997-09-30 1270.64 2245.33 4067.99 4104.27
1997-10-01 1262.56 2255.59 4094.26 4167.85
1997-10-02 1273.51 2286.98 4157.78 4196.98
1997-10-03 1280.3 2277.93 4153.89 4273.71
1997-10-04 1286.42 2292.86 4210.97 4273.71
1997-10-07 1296.63 2279.62 4189.16 4302.13
1997-10-08 1310.6 2282.01 4170.71 4307.39
1997-10-09 1298.58 2263.3 4115.81 4347.24
1997-10-10 1294.32 2244.23 4029.49 4243.01
1997-10-11 1289.54 2248.33 4021.95 4188.52
1997-10-14 1291.03 2280.25 4084.39 4231.4
1997-10-15 1293.94 2279.76 4090.6 4202.37
1997-10-16 1287.88 2264.59 4072.39 4193.69
1997-10-17 1273.92 2275 4073.35 4118.22
1997-10-18 1259.16 2267.78 4025.92 4061.5
1997-10-21 1274.44 2242.24 4010.53 4040.75
1997-10-22 1296.68 2248.65 4069.3 4139.5
1997-10-23 1291.71 2215.45 4025.98 4171.45
1997-10-24 1267.98 2147.77 3888.26 3977.26
1997-10-25 1255.91 2138.62 3877.59 4050.87
1997-10-28 1169.68 2083.42 3769.54 3879.12
1997-10-29 1229.52 2046.7 3608.52 3567.22
1997-10-30 1226.21 2096.79 3835.36 3791.81
1997-10-31 1205.79 2066.72 3728.48 3727.4
1997-11-01 1220.4 2084.12 3728.24 3726.69
1997-11-04 1252.96 2111.81 3794.47 3854.07
1997-11-05 1255.33 2107.95 3776.69 3812.45
1997-11-06 1258.18 2112.64 3841.37 3866.68
1997-11-07 1251.97 2093.47 3786.11 3823.91
1997-11-08 1238.2 2050.67 3674.36 3699.89
1997-11-11 1229.79 2070.12 3674.36 3752.53
1997-11-12 1233.33 2064.51 3674.36 3731.08
1997-11-13 1209.82 2032.92 3670.13 3659.27
1997-11-14 1224.19 2028.88 3675.66 3704.29
1997-11-15 1239.88 2042.16 3669.37 3730.94
1997-11-18 1263.76 2096.79 3774.1 3794.61
1997-11-19 1253.26 2087.46 3787.19 3833.47
1997-11-20 1261.95 2080.89 3798.01 3834.82
1997-11-21 1281.19 2114.62 3839.7 3915.94
1997-11-22 1286.69 2147.97 3894.83 3959.69
1997-11-25 1264.79 2111.47 3814.23 3830.63
1997-11-26 1270.48 2096.33 3792.15 3849.23
1997-11-27 1271.83 2108.26 3826.71 3916.53
1997-11-28 1271.83 2107.32 3850.34 3953.84
1997-11-29 1276.89 2082.64 3891.42 3949.14
1997-12-02 1302.82 2122.44 3973.32 4068.05
1997-12-03 1298.7 2146.51 3965.98 4072.96
1997-12-04 1305.84 2143.52 3951.36 4082.89
1997-12-05 1300.98 2191.67 3967.83 4139.8
1997-12-06 1315.28 2217.8 3961.89 4170.08
1997-12-09 1313.47 2237.54 3992.35 4223.36
1997-12-10 1304.66 2233.08 4029.01 4184.91
1997-12-11 1296.74 2213.07 3991.95 4117.27
1997-12-12 1277.22 2172.18 3850.73 4030.16
1997-12-13 1275.16 2176.21 3853.19 4082.6
1997-12-16 1288.56 2209.78 3864.1 4060.04
1997-12-17 1294.77 2244.99 3964.72 4083.97
1997-12-18 1291.52 2239.55 3938.95 4158.68
1997-12-19 1277.89 2229.83 3940.65 4166.24
1997-12-20 1266.5 2165.91 3843.17 4084.75
1997-12-23 1275.78 2165.25 3906.93 4043.02
1997-12-24 1256.32 2178.87 3891.14 4121.79
1997-12-25 1247.75 2163.4 3912.86 4121.79
1997-12-26 1247.75 2163.4 3912.86 4121.79
1997-12-27 1252.79 2163.4 3909.04 4121.79
1997-12-30 1275.81 2207.2 4001.87 4197.37
1997-12-31 1299.34 2215.8 4050.9 4249.69
1998-01-01 1298.82 2217.18 4082.82 4249.69
1998-01-02 1298.82 2217.18 4082.82 4249.69
1998-01-03 1305.04 2242.21 4138.95 4315.37
1998-01-06 1307.78 2272.3 4183.47 4384.81
1998-01-07 1293.8 2273.15 4135.67 4352.63
1998-01-08 1290.66 2255.73 4093.46 4391.54
1998-01-09 1280.07 2261.37 4022.96 4347.23
1998-01-10 1242.1 2218.7 3975.13 4236.94
1998-01-13 1257.53 2188.92 3897.17 4087.28
1998-01-14 1274.87 2195.46 3952.16 4159.4
1998-01-15 1282.71 2205.39 3975.13 4190.08
1998-01-16 1273.1 2230.84 3993.12 4148.34
1998-01-17 1287.53 2272.86 4052.13 4184.46
1998-01-20 1287.53 2277.43 4066.92 4284.94
1998-01-21 1310.43 2279.42 4096.04 4307.91
1998-01-22 1300.08 2276.86 4082.11 4282.84
1998-01-23 1289.68 2268.58 4069.14 4220.25
1998-01-24 1282.4 2237.62 4038.58 4237.31
1998-01-27 1281.54 2262.19 4085.31 4224.78
1998-01-28 1297.7 2300.67 4155.49 4278.76
1998-01-29 1309.31 2320.67 4204.84 4391.02
1998-01-30 1320.16 2342.16 4266.87 4419.38
1998-01-31 1313.19 2357.75 4319.05 4440.38
1998-02-03 1341.31 2418.63 4340.16 4522.81
1998-02-04 1347.72 2424.59 4341.43 4532.52
1998-02-05 1349.11 2417.24 4311.24 4486.95
1998-02-06 1344.76 2421.83 4343.02 4548.46
1998-02-07 1356.96 2431.9 4379.87 4496.33
1998-02-10 1354.75 2419.85 4385.7 4563.55
1998-02-11 1365.85 2425.21 4405.88 4523.75
1998-02-12 1367.49 2422.91 4411.65 4588.43
1998-02-13 1373.15 2398.97 4328.19 4536.83
1998-02-14 1367.76 2411.85 4340.48 4502.48
1998-02-17 1367.76 2428.9 4391.39 4520.64
1998-02-18 1371.41 2467.59 4466.73 4602.4
1998-02-19 1384.24 2473.63 4468.44 4628.83
1998-02-20 1379.19 2471.49 4426.12 4582.4
1998-02-21 1387.15 2485.81 4442.28 4602.65
1998-02-24 1392.46 2467.57 4457.24 4657.54
1998-02-25 1382.29 2445.15 4442.46 4599.54
1998-02-26 1399.03 2485.87 4558.98 4635.82
1998-02-27 1406.95 2494.41 4625.46 4692.03
1998-02-28 1407.9 2495.48 4659.35 4709.83
1998-03-03 1405.73 2521.79 4693.09 4736.74
1998-03-04 1411.54 2516.2 4649.75 4757.14
1998-03-05 1405.56 2483.88 4604.07 4709.58
1998-03-06 1389.27 2467.64 4623.79 4623.4
1998-03-07 1417.1 2505.47 4742.83 4715.95
1998-03-10 1412.58 2525.77 4800.87 4780.83
1998-03-11 1428.63 2529.94 4794.96 4834.43
1998-03-12 1434.56 2530.51 4819.36 4832.76
1998-03-13 1436.73 2515.34 4801.85 4839.6
1998-03-14 1434.99 2509.9 4820.45 4889.65
1998-03-17 1449.33 2514.36 4899.47 4883.85
1998-03-18 1450.91 2536 4985.76 4946.68
1998-03-19 1457.79 2565.85 4973.35 4919.72
1998-03-20 1463.51 2606.85 5022.59 4936.32
1998-03-21 1476.17 2588.75 5022.9 5001.55
1998-03-24 1471.35 2587.75 5010.95 4971.32
1998-03-25 1484.92 2603.72 5090.49 5028.24
1998-03-26 1479.95 2596.8 5199.65 5096.62
1998-03-27 1478.43 2569.71 5152.09 5039.76
1998-03-28 1471.49 2584.39 5188.11 5083.16
1998-03-31 1468.97 2574.47 5174.5 5009.76
1998-04-01 1480 2583.31 5277.42 5102.35
1998-04-02 1488.7 2620.48 5287.63 5154.21
1998-04-03 1504.69 2635.82 5359.21 5176.66
1998-04-04 1508.32 2640.78 5353.96 5223.52
1998-04-07 1506.56 2659.41 5428.48 5271.65
1998-04-08 1491.12 2654.26 5314.81 5357.05
1998-04-09 1480.53 2637.36 5274.78 5269.46
1998-04-10 1492.68 2659.29 5302.84 5317.22
1998-04-11 1492.68 2659.29 5302.84 5317.22
1998-04-14 1491.44 2659.29 5302.84 5317.22
1998-04-15 1499.59 2659.02 5266.32 5374.78
1998-04-16 1504.4 2645.96 5289.4 5388.47
1998-04-17 1489.44 2614.57 5236.74 5324.14
1998-04-18 1509.01 2579.8 5258.5 5268.75
1998-04-21 1510.26 2596.63 5291.33 5442
1998-04-22 1514.32 2597.01 5256.9 5388.94
1998-04-23 1519.62 2586.6 5222.41 5360.65
1998-04-24 1504.91 2572.17 5204.79 5251.46
1998-04-25 1489.21 2557.29 5151.97 5144.28
1998-04-28 1460.5 2496.49 5021.7 5088.13
1998-04-29 1458.73 2533.23 5146.23 5018.67
1998-04-30 1471.77 2544.77 5087.24 5108.48
1998-05-01 1494.89 2586.32 5287.5 5107.44
1998-05-02 1507.33 2622.08 5287.5 5107.44
1998-05-05 1508.77 2622.08 5414.66 5314.66
1998-05-06 1499.97 2612.25 5374.69 5232.03
1998-05-07 1486.1 2614.86 5378.14 5229.8
1998-05-08 1472.98 2591.08 5322.16 5186.23
1998-05-09 1490.48 2604.97 5322.16 5257.58
1998-05-12 1489.2 2631.83 5480.67 5341.69
1998-05-13 1501.58 2600.57 5439.86 5297.35
1998-05-14 1506 2607.65 5488.56 5376.88
1998-05-15 1504.03 2596.99 5477.93 5361.22
1998-05-16 1492.46 2583.6 5448.23 5393.14
1998-05-19 1488.71 2544.65 5386.89 5342.85
1998-05-20 1493.7 2567.16 5440.42 5388.9
1998-05-21 1506.75 2580.09 5532.1 5510.98
1998-05-22 1500.8 2592.43 5532.1 5510.98
1998-05-23 1495.19 2601.14 5534.64 5564.21
1998-05-26 1495.19 2601.14 5615.17 5575.16
1998-05-27 1473.06 2609.05 5631.11 5644.29
1998-05-28 1470.84 2565.14 5503.19 5490.64
1998-05-29 1478.28 2561.69 5502.3 5481.26
1998-05-30 1469.19 2565.36 5538.27 5569.08
